ORIGEM	ÁREA	CURSO	 CH - CURSO	 PREÇO CURSO - MATRÍCULA	MÓDULO UNIDADE CURRICULAR	CH - MÓDULO	 PREÇO MÓDULO - MATRÍCULA	CAPACIDADE DESENVOLVIDA - MÓDULO
CT 60x40	Têxtil	Planejamento e Controle dos processos têxteis	  24 		PCP na Indústria Têxtil	12	 R$  -   	● Identificar as normas técnicas e parâmetros de qualidade do produto têxtil para elaborar o plano de controle da qualidade.  ● Identificar critérios e pontos de controle da qualidade no processo produtivo têxtil para elaborar o plano de controle da qualidade. ● Identificar as normas técnicas e padrões da empresa relacionadas à qualidade da matéria prima têxtil para elaborar o plano de controle da qualidade.  ● Identificar critérios e pontos de controle da qualidade no processo produtivo têxtil para elaborar o plano de controle da qualidade.  ● Analisar as necessidades de recursos tecnológicos no processo de manutenção para preparar a implantação do plano de manutenção.
CT 60x40	Têxtil	Fundamentos da Tecnologia de Malharia	  14 		Processos de Obtenção de Malhas	14	 R$  -   	● Reconhecer os fundamentos tecnológicos dos processos de malharia e para elaborar o plano de produção. ● Reconhecer os fundamentos tecnológicos dos processos de malharia para elaborar o Plano de Controle da Qualidade. ● Interpretar organogramas e fluxogramas para operacionalização dos planos de produção, de manutenção e de controle da qualidade. ● Interpretar fluxogramas e organogramas para elaboração dos planos de produção, de manutenção e de controle da qualidade.
CT 60x40	Têxtil	Processos de Malharia	  20 		Processo de Malharia I	10	 R$  -   	● Analisar o processo produtivo no setor de malharia para identificar oportunidades de melhorias técnicas. ● Analisar características de materiais, produtos e processos para desenvolvimento de novas alternativas com base em demandas de mercado.
CT 60x40	Têxtil	Processos de Malharia	  20 		Processo de Malharia II	10	 R$  -   	● Identificar métodos e técnicas de análise e apresentação de resultados para proposição de alternativas de materiais, produtos e ou processos têxteis.  ● Identificar possibilidades de uso de novas tecnologias para aprimoramento de produtos e ou processos têxteis.
CT 60x40	Têxtil	Fundamentos da Tecnologia de Beneficiamento	  14 		Tipos de Beneficiamento	14	 R$  -   	● Reconhecer caraterísticas biofísico-químicas de produtos têxteis para classificá-los no Plano de Controle da Qualidade.  ● Reconhecer os fundamentos tecnológicos dos processos de beneficiamento para elaborar o plano de produção.  ● Reconhecer caraterísticas biofísico-químicas de produtos têxteis para classificá-los no Plano de Produção.  ● Interpretar organogramas e fluxogramas para avaliar os processos produtivos têxteis.
CT 60x40	Têxtil	Processo de Beneficiamento	  20 		Processo de Beneficiamento I	10	 R$  -   	● Interpretar dados da ficha técnica para implementar novos produtos no setor de beneficiamento. ● Identificar fluxo produtivo do setor de beneficiamento para implementar novos processos produtivos têxteis.
CT 60x40	Têxtil	Processo de Beneficiamento	  20 		Processo de Beneficiamento II	10	 R$  -   	● Analisar características de materiais, produtos e processos para desenvolvimento de novas alternativas com base em demandas de mercado.  ● Identificar possibilidades de uso de novas tecnologias para aprimoramento de produtos e ou processos têxteis.
CT 60x40	Têxtil	Controle de Qualidade Têxtil	  30 		Controle de Qualidade Têxtil	15	 R$  -   	● Identificar normas técnicas e procedimentos laboratoriais para realização de ensaios e testes no setores de tecelagem, malharia, fiação e beneficiamento.
FIC DIGITAL	Alimentos e bebidas	Higiene Aplicada ao Manipulador de Alimentos	20	 R$  65,00 	Higiene do Manipulador de Alimentos	10	 R$  32,50 	• Reconhecer os conceitos sobre a higiene pessoal do manipulador de alimentos e a correta maneira de trabalhar de forma higiênica. • Identificar aspectos de manuseamento dos alimentos que levam as boas práticas de fabricação de alimentos. • Distinguir os tipos de contaminantes na produção de alimentos. • Diferenciar os tipos de doenças transmitidas por alimentos.
FIC DIGITAL	Alimentos e bebidas	Higiene Aplicada ao Manipulador de Alimentos	20	 R$  65,00 	Higiene no Local de Trabalho	10	 R$  32,50 	• Reconhecer as práticas consideradas para manter o ambiente de trabalho limpo e higienizado. • Identificar aspectos sobre a higiene de superfícies.
FIC DIGITAL	Alimentos e bebidas	Higiene do Alimento: Microbiologia de Alimentos	20	 R$  65,00 	Contaminação de Alimentos e Controle de Microrganismos na Indústria de Alimentos	10	 R$  32,50 	• Reconhecer o uso das tecnologias existentes para prevenir e eliminar possíveis contaminações microbiológicas dos alimentos. • Distinguir as diferentes formas de preservação dos alimentos para evitar contaminação microbiológica.
FIC DIGITAL	Alimentos e bebidas	Higiene do Alimento: Microbiologia de Alimentos	20	 R$  65,00 	Microbiologia na Indústria de Alimentos	10	 R$  32,50 	• Evitar contaminação microbiológica de alimentos. • Identificar aspectos relacionados à produção de alimentos seguros.
FIC DIGITAL	Educação	Docente Digital	20	 R$  65,00 	Aplicativos para Aulas Online	10	 R$  32,50 	• Conhecer e diferenciar a utilização de cada ferramenta e suas aplicações. • Selecionar as ferramentas digitais que podem ser aplicadas ao planejamento de aulas on-line. • Planejar aulas para o modelo on-line.
FIC DIGITAL	Educação	Docente Digital	20	 R$  65,00 	Vídeo-Aulas Interativas	10	 R$  32,50 	• Construir ambientes e cenários de acordo com a narrativa. • Criar conteúdo para vídeo aulas. • Formatar e publicar vídeo aulas.
FIC DIGITAL	Eletroeletrônica	Prototipagem: Impressão 3D	30	 R$  299,70 	Introdução à impressão 3D	10	 R$  99,90 	• Reconhecer os conceitos relacionados a prototipagem e impressão 3D. • Identificar as oportunidades proporcionadas pela tecnologia de impressão 3D na indústria.
FIC DIGITAL	Eletroeletrônica	Prototipagem: Impressão 3D	30	 R$  299,70 	Modelo Geométrico e Principais Parâmetros da Impressão 3D	10	 R$  99,90 	• Reconhecer o modelo geométrico utilizado em impressoras 3D. • Distinguir os principais parâmetros associados à impressão 3D.
FIC DIGITAL	Eletroeletrônica	Prototipagem: Impressão 3D	30	 R$  299,70 	Tipos de Impressão 3D	10	 R$  99,90 	• Reconhecer os conceitos fundamentais relacionados aos principais tipos de impressão 3D. • Diferenciar as características de cada tipo de impressão 3D.
FIC DIGITAL	Gestão	7 Ferramentas da Qualidade	40	 R$  360,00 	Carta de Controle e Diagrama de Dispersão	10	 R$  90,00 	• Reconhecer as ferramentas de gestão de qualidade Carta de controle e Diagrama de Dispersão, suas características, funções e requisitos de uso. • Criar uma carta de controle para analisar os dados de forma a encontrar soluções de gestão da qualidade. • Desenhar um Diagrama de dispersão, com ou sem auxílio de softwares, e compreender as correlações que dele resultam.
FIC DIGITAL	Gestão	7 Ferramentas da Qualidade	40	 R$  360,00 	Fluxograma e Diagrama de Ishikawa	10	 R$  90,00 	• Reconhecer um fluxograma (bem como os símbolos envolvidos no mesmo) e um diagrama de Ishikawa, suas características, funções e requisitos de uso. • Aplicar o fluxograma e o diagrama de Ishikawa, de acordo com o tipo e as especificidades técnicas, para resolução de questões de gestão. • Criar o fluxograma e o diagrama de Ishikawa a partir de problemas encontrados no trabalho de gestão industrial.
FIC DIGITAL	Gestão	7 Ferramentas da Qualidade	40	 R$  360,00 	Folha de Verificação e Diagrama de Pareto	10	 R$  90,00 	• Reconhecer as ferramentas Folha de verificação e Diagrama de Pareto, suas características, funções e requisitos de uso. • Aplicar Folha de verificação e Diagrama de Pareto, de acordo com a especificidade técnica desejada, para resolução de problemas. • Analisar dados a partir da Folha de Verificação e do Diagrama de Pareto, de forma a encontrar soluções de gestão da qualidade.
FIC DIGITAL	Gestão	7 Ferramentas da Qualidade	40	 R$  360,00 	Histograma e Ferramentas Bônus	10	 R$  90,00 	• Reconhecer as ferramentas de gestão de qualidade Histograma, Ciclo PDCA, 5S, Matriz GUT e POP, as características, funções e requisitos de uso de cada ferramenta. • Criar um Histograma a partir de problemas encontrados no trabalho de gestão industrial e analisar seus dados de forma a encontrar soluções de gestão de qualidade. • Compreender as informações de cada etapa da elaboração de um Histograma e as correlações que delas resultam.
FIC DIGITAL	Gestão	Comunicação Inteligente Para Negócios	20	 R$  90,00 	Boas Práticas da Escrita Digital	10	 R$  45,00 	• Identificar aspectos para o desenvolvimento da comunicação escrita digital efetiva. • Diferenciar os contextos da comunicação com base nos perfis comportamentais das pessoas e ao cargo que elas ocupam. • Identificar elementos que podem gerar ruídos na comunicação.
FIC DIGITAL	Gestão	Comunicação Inteligente Para Negócios	20	 R$  90,00 	Comunicação Efetiva para Liderar Equipes	10	 R$  45,00 	• Reconhecer os elementos da comunicação oral relacionados às habilidades interpessoais; • Identificar diferentes tipos de habilidades que podem ser desenvolvidas na comunicação interpessoal.
FIC DIGITAL	Gestão	Design Thinking	20	 R$  215,00 	Conhecendo o Desing Thinking	10	 R$  107,50 	• Conhecer o Design Thinking como modelo inovador de aplicação nas organizações para a soluções de problemas.
FIC DIGITAL	Gestão	Design Thinking	20	 R$  215,00 	Técnicas e Ferramentas do Design Thinking	10	 R$  107,50 	• Aprender as diferentes técnicas e ferramentas utilizadas no Design Thinking para aplicar nas fases  do modelo mental do Design Thinking.
FIC DIGITAL	Gestão	Educação Financeira para Empreendedores	20	 R$  90,00 	Finanças nos Negócios	10	 R$  45,00 	• Reconhecer a diferença de pessoa física e jurídica bem como a diferença entre faturamento, lucro e prejuízo. • Identificar os tipos e as formas de utilização do orçamento empresarial, fluxo de caixa e os investimentos destinados as empresa.
FIC DIGITAL	Gestão	Educação Financeira para Empreendedores	30	 R$  90,00 	Finanças Pessoais	10	 R$  30,00 	• Reconhecer a importância do uso do planejamento das finanças pessoais, relacionando a diferença entre consumo e consumismo e a diferença entre receitas e despesas a partir do desenvolvimento de um orçamento pessoal e familiar. • Reconhecer os diferentes perfis de investidor e os tipos de investimentos pessoais.
FIC DIGITAL	Gestão	Excel Avançado	30	 R$  105,00 	Dinâmicas Avançadas no Excel	10	 R$  35,00 	• Reconhecer a criação de cenário; • Reconhecer o que é banco de dados; • Identificar elementos para criar a tabela dinâmica e o gráfico dinâmico; • Empregar a ferramenta atingir meta; • Reconhecer a criação de formulário completo; • Reconhecer a criação de macros; • Identificar como proteger células com senha.
FIC DIGITAL	Gestão	Excel Avançado	30	 R$  105,00 	Funções Avançadas do Excel	10	 R$  35,00 	• Aplicar funções padrões do Excel; • Aplicar funções de Matemática financeira; • Procurar dados com uma função de procura; • Realizar a contagem de células específicas; • Aplicar congelamento de painéis para melhor visualização dos dados na sua tabela.
FIC DIGITAL	Gestão	Excel Avançado	30	 R$  105,00 	Funções do Excel	10	 R$  35,00 	• Conhecer sobre personalização de células; • Definir nomes de células e intervalos; • Reconhecer o funcionamento do rastreio de precedentes e dependentes; • Verificar erros nas fórmulas ou funções; • Aplicar o filtro avançado; • Aplicar validação de dados nas células.
FIC DIGITAL	Gestão	Excel Básico	30	 R$  90,00 	Conhecendo o Excel	10	 R$  30,00 	• Editar dados no Excel; • Formatar dados no Excel; • Reconhecer a diferença entre função e fórmula; • Aprender a Inserir Linhas e Colunas; • Conhecer o Preenchimento Automático.
FIC DIGITAL	Gestão	Excel Básico	30	 R$  90,00 	Formatação	10	 R$  30,00 	• Formatar números; • Aprender sobre fórmulas Matemáticas; • Conhecer os Operadores aritméticos; • Aprender Cabeçalho e Rodapé.
FIC DIGITAL	Gestão	Excel Básico	30	 R$  90,00 	Funções e Operadores Lógicos	10	 R$  30,00 	• Aprender sobre funções; • Conhecer os Operadores lógicos.
FIC DIGITAL	Gestão	Excel Intermediário	30	 R$  97,00 	Aplicação de Funções Avançadas	10	 R$  32,33 	• Conhecer sobre funções; • Aprender aplicação de funções.
FIC DIGITAL	Gestão	Excel Intermediário	30	 R$  97,00 	Aplicação de Funções Estatística e Validação de Dados	10	 R$  32,33 	• Aprender sobre funções Estatística; • Compreender validação de dados; • Entender a Classificar e Filtrar dados.
FIC DIGITAL	Gestão	Excel Intermediário	30	 R$  97,00 	Aplicação de Funções Lógicas e Funções Se	10	 R$  32,33 	• Aprender sobre funções; • Conhecer os Operadores lógicos.
FIC DIGITAL	Gestão	Ferramentas Digitais de Gestão	20	 R$  65,00 	Ferramentas Digitais	10	 R$  32,50 	• Reconhecer a importância do mindset digital. • Reconhecer os conceitos a partir de exemplos do uso das ferramentas digitais relacionadas à otimização da rotina de trabalho, à inovação e melhorias de processos organizacionais, e acompanhamento e monitoramento da produção.
FIC DIGITAL	Gestão	Ferramentas Digitais de Gestão	20	 R$  65,00 	Gestão Digital	10	 R$  32,50 	• Reconhecer a importância do desenvolvimento da mentalidade digital. • Reconhecer  os conceitos a partir de exemplos do uso das ferramentas digitais relacionadas à otimização de projetos, atividades colaborativas e análise de resultados.
FIC DIGITAL	Gestão	Ferramentas Google	20	 R$  65,00 	Ferramentas de Compartilhamento de Arquivos e Edição de Texto	10	 R$  32,50 	• Organizar e compartilhar arquivos utilizando o Google Drive; • Elaborar e editar textos colaborativamente utilizando a ferramenta Documentos do Google.
FIC DIGITAL	Gestão	Ferramentas Google	20	 R$  65,00 	Ferramentas de Comunicação e Organização	10	 R$  32,50 	• Comunicar-se virtualmente com as ferramentas do Google; • Organizar atividades do dia a dia nas ferramentas do Google.
FIC DIGITAL	Gestão	Gestão da Manutenção	30	 R$  299,10 	Gestão da Manutenção Industrial	10	 R$  99,70 	• Correlacionar, para fins de levantamento de dados técnicos, as características dos equipamentos/dispositivos aplicados os padrões estabelecidos pelo fabricante, tendo em vista a elaboração do plano de manutenção; • Organizar, em documentação específica, os dados técnicos relativos a máquinas e equipamentos, tendo em vista a elaboração do plano de manutenção. • Selecionar os dados técnicos relevantes dos equipamentos/dispositivos a serem cadastrados no sistema de gerenciamento da manutenção, tendo em vista a elaboração do plano de manutenção; • Interpretar, para fins de seleção dos procedimentos de análise de falhas, o histórico de operação e manutenção do equipamento/dispositivo, tendo em vista a elaboração do plano de manutenção; • Determinar os itens considerados críticos, tendo em vista a composição de estoque e a elaboração do plano de manutenção; • Especificar as características técnicas dos itens críticos, tendo em vista a composição de estoque e a elaboração do plano de manutenção.
FIC DIGITAL	Gestão	Gestão da Manutenção	30	 R$  299,10 	Indicadores da Manutenção Industrial	10	 R$  99,70 	• Analisar e interpretar, pela utilização de ferramentas e metodologias específicas, os indicadores de manutenção de máquinas e equipamentos; • Analisar os parâmetros do fabricante e as condições de uso da máquina/equipamento em questão que impactam ou determinam a sua vida útil; • Avaliar o potencial e a severidade de danos ou anomalias identificadas no funcionamento de máquinas e equipamentos; • Selecionar os dados e informações referentes à manutenção realizada a serem considerados na elaboração do Memorial Descritivo, Histórico de manutenção, Relatório; • Interpretar as informações fornecidas pelos operadores e/ou clientes sobre as condições de funcionamento das máquinas ou equipamentos.
FIC DIGITAL	Gestão	Gestão da Manutenção	30	 R$  299,10 	Introdução à Manutenção Industrial	10	 R$  99,70 	• Diferenciar, para fins de especificação, as técnicas de manutenção aplicáveis em máquinas e equipamentos industriais, tendo em vista a elaboração do plano de manutenção; • Selecionar, dentre os diferentes tipos de manutenção passíveis de realização em máquinas e equipamentos industriais, a que melhor atende as necessidades de manutenção em questão; • Analisar, à luz do custo-benefício, as modalidades de manutenção para cada criticidade de máquinas e equipamentos; • Determinar o tempo de execução e/ou a periodicidade das ações de manutenção de máquinas e equipamentos, tendo em vista a elaboração do plano de manutenção.
FIC DIGITAL	Gestão	Gestão de Equipes	30	 R$  90,00 	Desenvolvendo Equipes	10	 R$  30,00 	• Identificar atividades no contexto da comunicação organizacional para a promoção de habilidades comportamentais de equipes. • Identificar os diferentes tipos de indicadores de desempenho. • Diferenciar os conceitos de cultura e clima organizacional.
FIC DIGITAL	Gestão	Gestão de Equipes	30	 R$  90,00 	Liderança na Gestão de Conflitos	10	 R$  30,00 	• Identificar os elementos relacionados à comunicação estratégica nas organizações. • Identificar as etapas que fazem parte de um processo de tomada de decisão. • Diferenciar os estilos de negociação. • Identificar as características da existência de conflitos nas organizações para um bom desempenho na gestão de conflitos.
FIC DIGITAL	Gestão	Gestão de Equipes	30	 R$  90,00 	Liderando Equipes	10	 R$  30,00 	• Identificar aspectos das atribuições do líder na organização e rotina de trabalho. • Identificar aspectos das atribuições do líder na promoção da Qualidade de Vida no trabalho. • Diferenciar as teorias de liderança: traços, comportamentais e contingenciais. • Reconhecer os estilos de lideranças: autocrática, democrática, liberal e coaching.
FIC DIGITAL	Gestão	Gestão de Projetos	30	 R$  90,00 	Ferramentas de Gestão de Projetos	10	 R$  30,00 	• Compreender que a Gestão de Projetos pode ser aplicada na abertura de uma empresa; • Identificar as partes interessadas na gestão de projetos; • Saber, conhecer e aplicar os Métodos de gestão estratégica na Gestão de projetos; • Compreender o conceito de estratégia.
FIC DIGITAL	Gestão	Gestão de Projetos	30	 R$  90,00 	Gestão de projetos, Conceitos e Etapas	10	 R$  30,00 	• Reconhecer e compreender os benefícios do gerenciamento de projetos; • Entender o conceito de projeto e de gestão de projetos; • Identificar a tríplice restrição na Gestão de Projetos; • Reconhecer o que é e o que não é um projeto; • Analisar de forma crítica as etapas e o ciclo de vida dos projetos; • Saber, conhecer e aplicar os fatores de sucesso e fracasso de uma Gestão de Projetos.
FIC DIGITAL	Gestão	Gestão de Projetos	30	 R$  90,00 	O Ciclo de Vida da Gestão de Projetos	10	 R$  30,00 	• Reconhecer e diferenciar as quatro fases do ciclo de vida de um projeto; • Identificar e reconhecer uma ideia brilhante; • Conhecer algumas técnicas de coleta de dados; • Entender o conceito de termo de abertura de um projeto e escopo de um projeto; • Saber, conhecer e aplicar os fatores essenciais nos objetivos do Escopo de um projeto: específico, mensurável, alcançável, relevante, temporal; • Identificar e reconhecer uma EAP - Estrutura Analítica do Projeto; • Criar um cronograma de um projeto; • Analisar o mapa de risco de um projeto; • Identificar e reconhecer o monitoramento de um projeto; • Saber, conhecer e aplicar a ferramenta BSC.
FIC DIGITAL	Gestão	Gestão do Tempo e Produtividade	20	 R$  90,00 	Ferramentas de Gestão do Tempo e Produtividade	10	 R$  45,00 	• Identificar a aplicabilidade das ferramentas de gestão da produtividade a partir da definição dos objetivos SMART e da identificação dos elementos do ciclo PDCA. • Identificar a aplicabilidade das ferramentas de gestão do tempo a partir da identificação dos elementos da matriz do tempo e dos benefícios de uso da técnica pomodoro.
FIC DIGITAL	Gestão	Gestão do Tempo e Produtividade	20	 R$  90,00 	Gerenciando o Tempo	10	 R$  45,00 	• Identificar a importância do equilíbrio da vida pessoal e profissional • Diferenciar os aspectos relacionados à gestão do tempo.
FIC DIGITAL	Gestão	Interpretando Indicadores de Gestão	30	 R$  90,00 	Indicadores de Produtividades	10	 R$  30,00 	• Reconhecer a importância da gestão da produção a partir dos conceitos relacionados às ferramentas de controle de qualidade e produção para a maximização do processo produtivo. • Reconhecer os diferentes indicadores de produção e qual sua importância e aplicação nas indústrias.
FIC DIGITAL	Gestão	Interpretando Indicadores de Gestão	30	 R$  90,00 	Indicadores Financeiros	10	 R$  30,00 	• Distinguir os conceitos sobre indicadores financeiros e as principais características dos Key Performance Indicators (KPIs). • Reconhecer os tipos de indicadores financeiros utilizados em medidas de lucratividade e ponto de equilibrio entre despesas e receitas.
FIC DIGITAL	Gestão	Interpretando Indicadores de Gestão	30	 R$  90,00 	Métricas para o Planejamento Financeiro	10	 R$  30,00 	• Identificar os princípios do planejamento financeiro e as possibilidades de ações de correções prévias de eventuais problemas. • Reconhecer os tipos de indicadores financeiros utilizados em medidas de endividamento e os conceitos sobre os ciclos operacionais e financeiros das empresas e de retorno sobre o investimento.
FIC DIGITAL	Gestão	Manufatura Enxuta	40	 R$  360,00 	Ferramentas Lean	10	 R$  90,00 	• Compreender como a metodologia do lean manufacturing pode ajudar a eliminar e reduzir desperdícios; • Entender a cultura lean como aliada para um processo produtivo otimizado.
FIC DIGITAL	Gestão	Manufatura Enxuta	40	 R$  360,00 	Gestão de Desempenho	10	 R$  90,00 	• Conhecer o conceito de gestão de desempenho e como ele se diferencia da avaliação de desempenho; • Entender os desafios que podem ser encontrados ao adotar essa forma de gestão.
FIC DIGITAL	Gestão	Manufatura Enxuta	40	 R$  360,00 	Indicadores de Desempenho	10	 R$  90,00 	• Compreender os objetivos dos indicadores de desempenho; • Entender as diferenças entre os indicadores de desempenho; • Reconhecer como aplicar os indicadores de desempenho.
FIC DIGITAL	Gestão	Manufatura Enxuta	40	 R$  360,00 	Melhorando o Desempenho e Reduzindo Desperdícios	10	 R$  90,00 	• Identificar os principais desperdícios de produção; • Entender como os desperdícios impactam no desenvolvimento das atividades e, de forma direta e/ou indireta, aumentam os custos produtivos.
FIC DIGITAL	Gestão	Marketing Digital	40	 R$  110,00 	Conceitos e Estratégias do Marketing Digital	10	 R$  27,50 	• Compreender conceitos e definições do Marketing Digital; • Entender as estratégias do Marketing Digital e suas abordagens; • Reconhecer as estratégias do Marketing Digital para aplicá-las nas suas práticas profissionais.
FIC DIGITAL	Gestão	Marketing Digital	40	 R$  110,00 	Jornada do Cliente	10	 R$  27,50 	• Compreender conceitos e definições sobre o cliente; • Entender as etapas da jornada do cliente; • Conhecer o mapa da jornada do cliente para aplicá-lo nas práticas profissionais.
FIC DIGITAL	Gestão	Marketing Digital	40	 R$  110,00 	Mídias Digitais	10	 R$  27,50 	• Compreender conceitos das Mídias; • Entender a importância do monitoramento para o planejamento estratégico do marketing digital; • Reconhecer as métricas que direcionam as informações que alimentam as estratégias do Marketing Digital.
FIC DIGITAL	Gestão	Marketing Digital	40	 R$  110,00 	Planejamento Estratégico no Marketing Digital	10	 R$  27,50 	• Compreender os conceitos fundamentais do planejamento estratégico; • Entender o planejamento estratégico aplicado ao Marketing Digital; • Reconhecer as etapas e ferramentas para desenvolvimento e implementação do planejamento estratégico de Marketing Digital.
FIC DIGITAL	Gestão	Planejamento e Controle da Produção	40	 R$  198,00 	Etapas do PPCP	10	 R$  49,50 	• Reconhecer as etapas da área de PPCP; • Analisar como o sequenciamento das etapas influencia a estratégia produtiva; • Compreender como as entregas de cada etapa influenciam o processo produtivo.
FIC DIGITAL	Gestão	Planejamento e Controle da Produção	40	 R$  198,00 	Introdução ao PPCP	10	 R$  49,50 	• Entender a importância e como funciona o PPCP; • Identificar o fluxo do PPCP; • Compreender como estruturar o PPCP.
FIC DIGITAL	Gestão	Planejamento e Controle da Produção	40	 R$  198,00 	Melhoria contínua no PPCP	10	 R$  49,50 	• Compreender como a versatilidade contribui para a melhoria da produtividade; • Conhecer as principais métricas para a melhoria da rotina do PPCP; • Entender como a Teoria das Restrições contribui para a qualidade das entregas do PPCP.
FIC DIGITAL	Gestão	Planejamento e Controle da Produção	40	 R$  198,00 	Sistemas de Produção	10	 R$  49,50 	• Conhecer os tipos de sistemas de produção; • Conhecer as principais ferramentas para o incremento do PPCP; • Compreender como os sistemas de produção se alinham aos produtos ou serviços.
FIC DIGITAL	Gestão	Qualidade e Produtividade	30	 R$  90,00 	Ferramentas de Qualidade	10	 R$  30,00 	• Reconhecer e diferenciar as sete ferramentas da qualidade; • Identificar e reconhecer uma carta de controle, diagrama de dispersão e um Histograma a analisar o seu conteúdo; • Aplicar Folha de verificação e Diagrama de Pareto, de acordo com o tipo e as especificidades técnicas, para resolução de questões de gestão; • Criar o fluxograma e o diagrama de Ishikawa a partir de problemas encontrados no trabalho de gestão industrial e analisar seus dados de forma a encontrar soluções de gestão de qualidade.
FIC DIGITAL	Gestão	Qualidade e Produtividade	30	 R$  90,00 	Gestão da Produtividade	10	 R$  30,00 	• Identificar e aplicar os conceitos de gestão da produtividade; • Saber, conhecer e aplicar os Métodos enxuto (lean), Konmari,  Getting Things Done e Zen Done, para resolução de questões de gestão; • Reconhecer e aplicar as ferramentas técnicas de produtividade, suas características, funções e requisitos de uso; • Criar uma Tabela 5W2H; • Aplicar a Técnica dos cinco porquês.
FIC DIGITAL	Gestão	Qualidade e Produtividade	30	 R$  90,00 	Introdução a Qualidade	10	 R$  30,00 	• Reconhecer e compreender a evolução do conceito de Qualidade; • Identificar Eras da Gestão de Qualidade; • Reconhecer os precursores das Ferramentas de qualidade; • Analisar de forma crítica as cinco abordagens da qualidade.
FIC DIGITAL	Gestão	Scrum	30	 R$  299,00 	Eventos e Sprints	10	 R$  99,67 	• Compreender os eventos propostos no modelo Scrum, apresentados no Guia Scrum; • Compreender como organizar e estruturar uma Sprint, com sua meta e objetivo; • Compreender como criar um backlog de produto no planejamento da Sprint; • Conhecer técnicas como História de Usuário e Poker Planning para estimativas; • Compreender como realizar reuniões diárias rápidas (Daily Scrum); • Compreender como estruturar e realizar a revisão da Sprint (Sprint Review).
FIC DIGITAL	Gestão	Scrum	30	 R$  299,00 	Introdução ao Scrum	10	 R$  99,67 	• Compreender os conceitos referentes à agilidade, conhecendo os valores e princípios do Manifesto Ágil; • Compreender como foi o surgimento do Scrum como framework ágil, conhecendo os seus pilares, valores e papéis; • Compreender os papéis artefatos propostos no modelo Scrum, apresentados no Guia Scrum.
FIC DIGITAL	Gestão	Scrum	30	 R$  299,00 	Retrospectiva e Implementação Scrum	10	 R$  99,67 	• Conhecer melhores práticas e técnicas para realização da Retrospectiva Scrum; • Compreender a utilização dos gráficos de velocidade e burndown para análise de atividades do projeto; • Compreender a utilização do Kanban em ferramentas de gestão colaborativas; • Conhecer quais são as instituições oficiais certificadoras do Modelo Scrum; • Compreender quais são os primeiros passos para de fato iniciar a implementação do Scrum em qualquer projeto.
FIC DIGITAL	Gestão	Vendas de Alta Performance	40	 R$  198,00 	Atendimento ao Cliente	10	 R$  49,50 	• Reconhecer que o encantamento do cliente é essencial para que a empresa possa ter resultados de alta performance; • Distinguir os tipos de clientes; • Analisar as características necessárias para um atendimento de excelência.
FIC DIGITAL	Gestão	Vendas de Alta Performance	40	 R$  198,00 	Estratégias de Pós-vendas	10	 R$  49,50 	• Conhecer as estratégias de pós-vendas; • Analisar as estratégias mais adequadas para o atendimento a reclamações; • Reconhecer o código de defesa do consumidor como aliado das vendas.
