ORIGEM	ÁREA	CURSO	 CH - CURSO	 PREÇO CURSO - MATRÍCULA	MÓDULO UNIDADE CURRICULAR	CH - MÓDULO	 PREÇO MÓDULO - MATRÍCULA	CAPACIDADE DESENVOLVIDA - MÓDULO
FIC DIGITAL	Gestão	Vendas de Alta Performance	40	 R$  198,00 	Técnicas de Negociação	10	 R$  49,50 	• Reconhecer as objeções às vendas; • Compreender as técnicas necessárias para concretizar uma venda; • Utilizar a negociação como aliada das vendas.
FIC DIGITAL	Gestão	Vendas de Alta Performance	40	 R$  198,00 	Técnicas de Vendas	10	 R$  49,50 	• Reconhecer os diferentes tipos de vendedores; • Analisar diferentes técnicas de vendas para alcançar os resultados desejados; • Aplicar o marketing como aliado para aumentar as vendas.
FIC DIGITAL	Gestão - TI	Construção de Dashboards em Excel	20	 R$  85,00 	Excel Dashboard	10	 R$  42,50 	• Procurar dados com uma função de procura; • Aplicar funções padrões do Excel; • Formatar os dados como tabela; • Identificar as funcionalidades da segmentação de dados, tabela dinâmica e gráfico dinâmico.
FIC DIGITAL	Gestão - TI	Construção de Dashboards em Excel	20	 R$  85,00 	Painel DashBoard	10	 R$  42,50 	•  Reconhecer a segmentação de dados; • Reconhecer a criação de tabela dinâmica e gráfico dinâmico.
FIC DIGITAL	Gestão - TI	Design de UX (Experiência do Usuário)	30	 R$  360,00 	Ferramentas do Profissional de UX	10	 R$  120,00 	• Identificar as ferramentas diferenciando a sua aplicabilidade. • Reconhecer os princípios de aplicabilidade das ferramentas de UX.
FIC DIGITAL	Gestão - TI	Design de UX (Experiência do Usuário)	30	 R$  360,00 	Introdução à Experiência do Usuário (UX)	10	 R$  120,00 	• Identificar os principais conceitos de UX; • Reconhecer o propósito e uso de soluções UX.
FIC DIGITAL	Gestão - TI	Design de UX (Experiência do Usuário)	30	 R$  360,00 	Projetando a Jornada do Usuário	10	 R$  120,00 	• Identificar o conceito de Jornada do Usuário na melhoria ou criação de projetos de experiência do usuário. • Reconhecer os formatos de Jornada do Usuário e sua forma de uso.
FIC DIGITAL	Metalmecânica	Introdução à Internet das Coisas para Manutenção Industrial	40	 R$  360,00 	Fundamentos de Internet das Coisas industrial	10	 R$  90,00 	• Reconhecer algumas tecnologias habilitadoras da Indústria 4.0 para digitalização; • Reconhecer o conceito de IIoT na Indústria 4.0; • Reconhecer os principais cenários de aplicação de IoT.
FIC DIGITAL	Metalmecânica	Introdução à Internet das Coisas para Manutenção Industrial	40	 R$  360,00 	Fundamentos de Redes e Dispositivos para IIoT	10	 R$  90,00 	• Reconhecer as redes de comunicação de IIoT; • Reconhecer alguns dos dispositivos periféricos e de comunicação usados em sistemas IIoT, suas características e aplicações.
FIC DIGITAL	Metalmecânica	Introdução à Internet das Coisas para Manutenção Industrial	40	 R$  360,00 	Introdução a Processamento  e Armazenamento de Dados e Exemplos de Protocolos de Comunicação IoT	10	 R$  90,00 	• Reconhecer o conceito de nuvem, seus tipos e características. • Reconhecer os níveis de processamento e armazenamento de dados em IoT. • Reconhecer alguns protocolos de comunicação aplicáveis em soluções IoT.
FIC DIGITAL	Metalmecânica	Introdução à Internet das Coisas para Manutenção Industrial	40	 R$  360,00 	Introdução a Serviços e Aplicações para Manutenção 4.0 com IIoT	10	 R$  90,00 	• Reconhecer alguns exemplos de plataformas IIoT; • Identificar exemplos de usos e aplicações de IIoT em manutenção 4.0.
FIC DIGITAL	Metalmecânica	Leitura e Interpretação de Desenho Técnico Mecânico	20	 R$  138,60 	Representação Geométrica e Fundamentos Específicos	10	 R$  69,30 	• Reconhecer os conceitos fundamentais de um desenho técnico mecânico. • Identificar conceitos específicos de desenhos técnicos mecânicos, como escala, legenda e cotagem.
FIC DIGITAL	Metalmecânica	Leitura e Interpretação de Desenho Técnico Mecânico	20	 R$  138,60 	Representações Características e Normas Técnicas de Desenho Técnico Mecânico	10	 R$  69,30 	• Identificar as representações de corte e seções, bem como as principais simbologias em desenhos técnicos mecânicos. • Recordar as principais normas técnicas associadas ao desenho técnico mecânico.
FIC DIGITAL	Metalmecânica	Tecnologias 4.0 no Contexto da Indústria	40	 R$  198,00 	A Indústria 4.0: A Conexão do Mundo Físico com o Mundo Digital	10	 R$  49,50 	• Reconhecer os processos de sensoriamento das linhas de produção que conectam os sistemas eletrônicos à tecnologia da Informação, segurança, programação e monitoramento.
FIC DIGITAL	Metalmecânica	Tecnologias 4.0 no Contexto da Indústria	40	 R$  198,00 	Introdução ao Mundo 4.0	10	 R$  49,50 	• Compreender a evolução da indústria e seus componentes, possuindo visão geral das tecnologias habilitadoras e o que elas solucionam. • Compreender o modelo de avaliação da indústria 4.0 e as profissões do futuro.
FIC DIGITAL	Metalmecânica	Tecnologias 4.0 no Contexto da Indústria	40	 R$  198,00 	O Controle na Palma da sua Mão	10	 R$  49,50 	• Programar ou realizar a interação de controladores, atuadores, sensores e dispositivos, e a conectividade para o processo, seguindo segurança da informação e utilizando da tecnologia de realidade aumentada/virtual e mista.
FIC DIGITAL	Metalmecânica	Tecnologias 4.0 no Contexto da Indústria	40	 R$  198,00 	O Valor dos Dados na Tomada de Decisão	10	 R$  49,50 	• Compreensão da conversão de dados em valores para tomada de decisão, armazenamento, monitoramento e otimização de dados.
FIC DIGITAL	Metalmecânica	Inglês Técnico Aplicado à Eletromecânica	40	 R$  120,00 	Conhecendo conceitos	10	 R$  30,00 	• Compreender textos técnicos em inglês, no contexto do desenvolvimento de sistemas, de forma autônoma de acordo com o gênero textual e com seu objetivo de leitura. • Reconhecer o vocabulário da área de desenvolvimento de sistemas no processo de decifração textual. • Compreender as estruturas da gramática na língua inglesa, para fins instrumentais, ou seja, para que o estudante possa ter domínio textual baseado no sistema que rege a língua inglesa por intermédio de padronização e reorganização de saberes linguísticos.
FIC DIGITAL	Metalmecânica	Inglês Técnico Aplicado à Eletromecânica	40	 R$  120,00 	E agora? Quem poderá nos ajudar?	10	 R$  30,00 	• Compreender textos técnicos em inglês, de áreas diversas, tendo em vista a utilização de estratégias de reconhecimento e compreensão textual para consolidar vocabulários de áreas diversas e de maneira contextualizada. • Traduzir textos com estruturas linguísticas básicas para compreensão e desenvolvimento de competências de gerenciamento de textos, criando pontes entre diversos meios de comunicação textual, como livros, manuais, teses, aplicativos, entre outros. • Familiarizar-se com vocabulário técnico, em nível básico, de maneira a potencializar sua compreensão textual. • Compreender as estruturas básicas da gramática na língua inglesa para fins instrumentais, ou seja, para que o estudante possa ter domínio textual baseado no sistema que rege a língua inglesa por intermédio de padronização e reorganização de saberes linguísticos.
FIC DIGITAL	Metalmecânica	Inglês Técnico Aplicado à Eletromecânica	40	 R$  120,00 	Conhecendo novas formas	10	 R$  30,00 	• Compreender textos técnicos em inglês, no contexto do desenvolvimento de sistemas, de forma autônoma de acordo com o gênero textual e com seu objetivo de leitura. • Selecionar ferramentas de tradução online para checagem e validação de significados, conforme contexto. • Compreender as estruturas da gramática na língua inglesa, para fins instrumentais, ou seja, para que o estudante possa ter domínio textual baseado no sistema que rege a língua inglesa por intermédio de padronização e reorganização de saberes linguísticos.
FIC DIGITAL	Metalmecânica	Inglês Técnico Aplicado à Eletromecânica	40	 R$  120,00 	Compreensão de Textos	10	 R$  30,00 	• Compreender textos técnicos em inglês, no contexto do desenvolvimento de sistemas, de forma autônoma de acordo com o gênero textual e com seu objetivo de leitura. • Utilizar estratégias de leitura para compreensão dos textos e construção de sentidos na área de desenvolvimento de sistemas por intermédio de reconhecimento de figuras, legendas, gráficos, tabelas, quadros, marcas tipográficas, notas de rodapé e abstracts relacionando-os com o conteúdo do texto escrito. • Reconhecer o vocabulário da área de desenvolvimento de sistemas no processo de decifração textual.
FIC DIGITAL	Metalmecânica	Elementos Fundamentais em SolidWorks - Básico	20	 R$  296,20 	Introdução ao SolidWorks	10	 R$  148,10 	• Reconhecer os conceitos fundamentais relacionados à ferramenta CAD. • Identificar os principais recursos e menus do SolidWorks.
FIC DIGITAL	Metalmecânica	Elementos Fundamentais em SolidWorks - Básico	20	 R$  296,20 	Introdução à Criação de Esboço e Modelagem de Partes 3D	10	 R$  148,10 	• Identificar as principais entidades e ferramentas para construção de esboços no SolidWorks e como defini-los. • Resumir os recursos básicos para modelagem tridimensional no SolidWorks, como o Ressalto/base e o corte extrudado.
FIC DIGITAL	Metalmecânica	Elementos Essenciais em Solidworks - Intermediário	20	 R$  296,20 	Introdução à Criação de Montagens 3D	10	 R$  148,10 	• Identificar os principais conceitos do modo de construção de montagens no SolidWorks. • Reconhecer os recursos e ferramentas básicas para modelagem tridimensional de montagens no SolidWorks.
FIC DIGITAL	Metalmecânica	Elementos Essenciais em Solidworks - Intermediário	20	 R$  296,20 	Recursos e Ferramentas para Modelagem de Peças 3D	10	 R$  148,10 	• Diferenciar os principais recursos de modelagem tridimensional de peças no SolidWorks. • Identificar recursos e ferramentas específicas de modelagem geométrica.
FIC DIGITAL	Metalmecânica	Elementos Fundamentais em EDGCAM	20	 R$  296,20 	Operações de Faceamento com Edgecam	10	 R$  148,10 	• Reconhecer os fundamentos da tecnologia CAM para o processo de faceamento com o uso do software EdgeCAM. • Identificar os principais conceitos do processo de faceamento com o uso com o uso do software EdgeCAM.
FIC DIGITAL	Metalmecânica	Elementos Fundamentais em EDGCAM	20	 R$  296,20 	Operações de Torneamento com Edgecam	10	 R$  148,10 	• Reconhecer os fundamentos da tecnologia CAM para o processo de  torneamento com o uso do software EdgeCAM. • Identificar os principais conceitos do processo de torneamento com o uso com o uso do software EdgeCAM.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Circularidade aplicada à Moda	10	 R$  130,00 	Circularidade Aplicada à Moda	10	 R$  130,00 	• Reconhecer e descrever o conceito de economia circular e seus princípios; • Identificar os possíveis modelos de negócio de circularidade aplicada à moda; • Aplicar o conceito de circularidade na indústria têxtil; • Debater sobre a capacidade ‘circular’ de uma empresa ou organização. 
FIC DIGITAL	Moda (Têxtil e Vestuário)	Coolhunting - Pesquisa de Tendência de Moda	10	 R$  90,00 	Coolhunting - Pesquisa de Tendência de Moda	10	 R$  90,00 	• Realizar pesquisa de tendências de moda de forma presencial e virtual. • Analisar as tendências de moda e aplicação estratégica para o aumento da assertividade da coleção.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Cultura Lean	30	 R$  299,00 	Liderança Lean	10	 R$  99,67 	• Compreender e avaliar a importância da cultura Lean nas organizações. • Compreender as principais diferenças entre os modelos mentais convencionais e modelos mentais Lean.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Cultura Lean	30	 R$  299,00 	Mindset Lean 	10	 R$  99,67 	• Compreender os três níveis da cultura. • Compreender a diferença entre mindset fixo e de crescimento.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Cultura Lean	30	 R$  299,00 	Valores Lean	10	 R$  99,67 	• Identificar e compreender como os 4Ps do Modelo Toyota estão incorporados na cultura Lean. • Compreender como os cinco valores que definem o Modelo Toyota fortalecem a cultura Lean.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Design Circular	10	 R$  105,00 	Design Circular	10	 R$  105,00 	• Reconhecer e descrever o conceito de design circular e seus princípios; • Aplicar o design circular em produtos da indústria têxtil.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Gestão de Branding para Moda	10	 R$  105,00 	Gestão de Branding para Moda 	10	 R$  105,00 	• Compreender o conceito de branding. • Analisar a aplicação de estratégias de branding em diferentes contextos de mercado.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Impactos Ambientais e Sociais da Indústria Têxtil	10	 R$  130,00 	Impactos Ambientais e Sociais da Indústria Têxtil	10	 R$  130,00 	• Reconhecer e descrever os principais impactos ambientais sociais da indústria têxtil. • Diferenciar quais os principais impactos de cada etapa da cadeia têxtil. • Discutir e comparar possíveis soluções na indústria.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Informações Técnicas para a Criação de Moda	10	 R$  130,00 	Informações Técnicas para a Criação de Moda	10	 R$  130,00 	• Compreender a importância do detalhamento técnico no processo de desenvolvimento do produto de moda. • Empregar o uso de ficha-técnica em negócios de moda. • Analisar os impactos do detalhamento técnico no processo de desenvolvimento de produto.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Inteligência de Mercado para Moda	10	 R$  105,00 	Inteligência de Mercado para Moda	10	 R$  105,00 	• Realizar pesquisas para identificar o público-alvo da marca, bem como manter a atualização das informações sobre consumidores. • Aplicar ferramenta de benchmarking, sabendo identificar qual tipo de benchmarking aplicar de acordo com a necessidade identificada.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Introdução à Criação de Moda	10	 R$  105,00 	Introdução à Criação de Moda	10	 R$  105,00 	• Identificar as novas áreas e habilidades que o novo profissional da Criação 4.0 precisa para atender as novas demandas do mercado de trabalho.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Marketing Consciente na Moda	10	 R$  105,00 	Marketing Consciente na Moda	10	 R$  105,00 	• Reconhecer a importância do marketing consciente na indústria têxtil. • Reconhecer e entender os conceitos de marketing verde e marketing de causa. • Diferenciar marketing verde e práticas de greenwashing. • Entender sobre o consumidor atual no cenário da moda sustentável. • Aplicar práticas de marketing consciente.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Materiais Sustentáveis para a Moda	10	 R$  130,00 	Materiais Sustentáveis para a Moda	10	 R$  130,00 	• Reconhecer a importância dos materiais para a moda sustentável. • Classificar fibras têxteis. • Diferenciar as diferentes fibras e materiais usados na indústria têxtil. • Entender os impactos ambientais causados pelas diversas etapas de obtenção dos materiais usados na indústria têxtil.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Moda Afetiva	10	 R$  90,00 	Moda Afetiva	10	 R$  90,00 	• Descrever e interpretar o conceito de slow fashion. • Aplicar slow fashion na indústria da moda. • Descrever o conceito de descolonização na moda. • Reconhecer o papel do artesanato e do conhecimento ancestral para uma moda mais sustentável e humanizada.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Modelo de Negócios Sustentáveis na Área da Moda	10	 R$  90,00 	Modelo de Negócios Sustentáveis na Área da Moda	10	 R$  90,00 	• Reconhecer características e práticas utilizadas por marcas que investem atualmente na sustentabilidade. • Entender como está o mercado e o comportamento do consumidor sustentável atual. • Identificar quais práticas devem ser aplicadas no futuro pelas marcas de moda que desejam ser sustentáveis.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Moodboard para Criação de Moda	10	 R$  90,00 	Moodboard para Criação de Moda	10	 R$  90,00 	• Elaborar e construir moodboards para coleção de moda. • Articular através de painéis moodboards estratégias otimizando a comunicação conceitual sobre a coleção entre os profissionais envolvidos.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Planejamento de Coleção	10	 R$  130,00 	Planejamento de Coleção	10	 R$  130,00 	• Planejar coleções de vestuário. • Propor soluções para problemas práticos sobre planejamento de coleção em indústrias de vestuário.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Precificação e Custos na Área Têxtil	10	 R$  130,00 	Precificação e Custos na Área Têxtil	10	 R$  130,00 	• Compreender as diferentes formas de custeio e precificação de produtos; • Analisar as práticas de custeio e precificação em seu contexto de trabalho.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Prototipação Ágil na Área Têxtil	10	 R$  130,00 	Prototipação Ágil na Área Têxtil	10	 R$  130,00 	• Compreender as etapas, atividades e decisões envolvidas no processo de prototipação e validação de produtos de moda. • Conhecer tecnologias suas funções e benefícios que tornam o processo de prototipação ágil.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Sustentabilidade na Indústria Têxtil	10	 R$  105,00 	Sustentabilidade na Indústria Têxtil	10	 R$  105,00 	• Identificar os principais indicadores de desempenho e ferramentas usadas para medir a sustentabilidade em uma empresa ou organização. • Identificar as principais diretrizes e certificações de sustentabilidade utilizadas na indústria têxtil. • Debater sobre os níveis reais de sustentabilidade de uma empresa ou organização. • Reconhecer e descrever o conceito de sustentabilidade e seus principais pilares.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Tecnologia Têxtil para Profissionais da Moda	10	 R$  105,00 	Tecnologia Têxtil para Profissionais da Moda	10	 R$  105,00 	• Reconhecer diferentes tipos de tecidos, identificando suas composições e estruturas. • Identificar propriedades e características de tecidos, podendo designar as matérias primas adequadas de acordo com a proposta da coleção de moda planejada.
FIC DIGITAL	Moda (Têxtil e Vestuário)	Transparência na Indústria da Moda	10	 R$  90,00 	Transparência na Indústria da Moda	10	 R$  90,00 	• Descrever o conceito de transparência. • Identificar quais práticas podem ser aplicadas para que a transparência seja atingida na cadeia de produção de moda. • Aplicar a transparência na indústria da moda.
FIC DIGITAL	TI	Inglês Técnico Aplicado ao Desenvolvimento de Sistemas	40	 R$  120,00 	A Busca pelo Tutorial Perfeito	10	 R$  30,00 	• Compreender textos técnicos em inglês, no contexto do desenvolvimento de sistemas, de forma autônoma de acordo com o gênero textual e com seu objetivo de leitura. • Reconhecer o vocabulário da área de desenvolvimento de sistemas no processo de decifração textual. • Compreender as estruturas da gramática na língua inglesa, para fins instrumentais, ou seja, para que o estudante possa ter domínio textual baseado no sistema que rege a língua inglesa por intermédio de padronização e reorganização de saberes linguísticos.
FIC DIGITAL	TI	Inglês Técnico Aplicado ao Desenvolvimento de Sistemas	40	 R$  120,00 	Contextos e Circunstâncias no Desenvolvimento de Sistemas	10	 R$  30,00 	• Compreender textos técnicos em inglês, no contexto do desenvolvimento de sistemas, de forma autônoma de acordo com o gênero textual e com seu objetivo de leitura. • Selecionar ferramentas de tradução online para checagem e validação de significados, conforme contexto. • Compreender as estruturas da gramática na língua inglesa, para fins instrumentais, ou seja, para que o estudante possa ter domínio textual baseado no sistema que rege a língua inglesa por intermédio de padronização e reorganização de saberes linguísticos.
FIC DIGITAL	TI	Inglês Técnico Aplicado ao Desenvolvimento de Sistemas	40	 R$  120,00 	Expressões e Vocabulário Específico	10	 R$  30,00 	• Compreender textos técnicos em inglês, no contexto do desenvolvimento de sistemas, de forma autônoma de acordo com o gênero textual e com seu objetivo de leitura. • Familiarizar-se com vocabulário técnico, em nível básico, de maneira a potencializar sua compreensão textual. • Traduzir textos com estruturas linguísticas básicas para compreensão e desenvolvimento de competências de gerenciamento de textos, criando pontes entre diversos meios de comunicação textual, como livros, manuais, teses, aplicativos, entre outros. • Compreender as estruturas da gramática na língua inglesa, para fins instrumentais, ou seja, para que o estudante possa ter domínio textual baseado no sistema que rege a língua inglesa por intermédio de padronização e reorganização de saberes linguísticos.
FIC DIGITAL	TI	Inglês Técnico Aplicado ao Desenvolvimento de Sistemas	40	 R$  120,00 	O Canivete Suíço da Compreensão de Textos	10	 R$  30,00 	• Compreender textos técnicos em inglês, no contexto do desenvolvimento de sistemas, de forma autônoma de acordo com o gênero textual e com seu objetivo de leitura. • Utilizar estratégias de leitura para compreensão dos textos e construção de sentidos na área de desenvolvimento de sistemas por intermédio de reconhecimento de figuras, legendas, gráficos, tabelas, quadros, marcas tipográficas, notas de rodapé e abstracts relacionando-os com o conteúdo do texto escrito. • Reconhecer o vocabulário da área de desenvolvimento de sistemas no processo de decifração textual.
FIC DIGITAL	TI	Introdução à Manutenção Baseada em Dados	30	 R$  299,10 	Ciência de Dados e Inteligência Artificial	10	 R$  99,70 	• Identificar os conceitos e aplicações da Ciência de Dados e Aprendizado de Máquina para extração de valor de dados de manutenção; • Aplicar análises exploratórias de dados, utilizando visualizações e estatística básica.
FIC DIGITAL	TI	Introdução à Manutenção Baseada em Dados	30	 R$  299,10 	Literacia de Dados e Estatística	10	 R$  99,70 	• Compreender o que são dados, o valor fornecido por dados de equipamentos industriais, o ciclo de vida dos dados e seu papel na Indústria 4.0; • Aplicar técnicas básicas de estatística descritiva para extrair informação de dados de equipamentos.
FIC DIGITAL	TI	Introdução à Manutenção Baseada em Dados	30	 R$  299,10 	Manutenção Preditiva 4.0	10	 R$  99,70 	• Reconhecer a manutenção preditiva 4.0 nas diferentes etapas de maturidade e pontos de atenção para escopo de projetos utilizando dados; • Esclarecer o planejamento da coleta de dados para resolução de problemas.
CT 60x40	Modelagem do Vestuário	Gestão dos Processos de Modelagem do Vestuário e Inspeção da Qualidade	  120 		Perfis profissionais para o setor de modelagem	12	 R$  -   	● Identificar na equipe os perfis profissionais adequados a cada etapa do processo de modelagem de acordo com cronograma estabelecido
CT 60x40	Modelagem do Vestuário	Gestão dos Processos de Modelagem do Vestuário e Inspeção da Qualidade	  120 		Metas e resultados do setor de modelagem	12	 R$  -   	● Correlacionar os resultados da produção de modelagem com as metas estabelecidas para setor
CT 60x40	Modelagem do Vestuário	Gestão dos Processos de Modelagem do Vestuário e Inspeção da Qualidade	  120 		Grade de Tamanhos do Produto Fina	12	 R$  -   	● Identificar a grade de tamanhos estabelecida pela marca em função do produto final
CT 60x40	Modelagem do Vestuário	Gestão dos Processos de Modelagem do Vestuário e Inspeção da Qualidade	  120 		Qualidade na Gradação Manual e Informatizada	12	 R$  -   	● Identificar métodos e ferramentas utilizadas na gradação em função da disponibilidade de recursos da empresa (manuais ou informatizados
CT 60x40	Modelagem do Vestuário	Gestão dos Processos de Modelagem do Vestuário e Inspeção da Qualidade	  120 		Meio Ambiente e Sustentabilidade e os Processos de Encaixe	12	 R$  -   	●  Aplicar técnicas para otimização do encaixe com vistas a redução de custos e do desperdício de recursos (matéria prima, utilidades, tempo...) ● Aplicar os princípios, normas e procedimentos de saúde, segurança e meio ambiente às atividades sob a sua responsabilidade
CT 60x40	Modelagem do Vestuário	Gestão dos Processos de Modelagem do Vestuário e Inspeção da Qualidade	  120 		Processos de Enobrecimento e a Saúde Ocupacional	12	 R$  -   	● Identificar na ficha técnica\criação possíveis processos de enobrecimento para ajustes no cronograma, se necessário
CT 60x40	Modelagem do Vestuário	Gestão dos Processos de Modelagem do Vestuário e Inspeção da Qualidade	  120 		Soluções para Eliminação de Desvios na Produção do Vestuário	12	 R$  -   	● Identificar, quando necessário e pelo uso de técnicas e tecnologias específicas, possíveis soluções para minimizar ou eliminar os desvios entre a produção planejada e a executada ●  Reconhecer a importância do seu trabalho no contexto da organização, considerando os impactos das suas atividades nos resultados dos produtos e serviços da empresa.
CT 60x40	Modelagem do Vestuário	Fundamentos da Moda	  54 		Terminologias da Moda	13	 R$  -   	● Identificar terminologias da moda
CT 60x40	Modelagem do Vestuário	Fundamentos da Moda	  54 		Tecnologias para cadeia produtiva da moda	13	 R$  -   	● Reconhecer novas tecnologias e suas aplicabilidades na cadeia produtiva da moda
CT 60x40	Modelagem do Vestuário	Fundamentos da Moda	  54 		Segmentos de Mercado e Sistemas da Moda	14	 R$  -   	● Identificar os diversos sistemas e segmentos de mercado da moda
CT 60x40	Modelagem do Vestuário	Fundamentos da Moda	  54 		História da moda e Ciclo da Moda	14	 R$  -   	● Identificar na história da moda a influência dos aspectos sociais, políticos, econômicos e culturais nas características e estilos de cada época
CT 60x40	Modelagem do Vestuário	Construção de Tabelas e Desenvolvimento de Bases	  30 		Medidas Antropométricas	15	 R$  -   	● Identificar as medidas Antropométricas do público alvo da marca, através dos dados de pesquisas fornecidas pela empresa.
CT 60x40	Modelagem do Vestuário	Construção de Tabelas e Desenvolvimento de Bases	  30 		Prototipagem de Bases	15	 R$  -   	● Aplicar técnicas de prototipagem, para a montagem de base de modelagem
CT 60x40	Modelagem do Vestuário	Modelagem Industrial do Vestuário: Plana, Tridimensional e Informatizada	  48 		Sistemas de Produção e Normas Aplicadas ao Setor de Modelagem	16	 R$  -   	● Identificar possíveis soluções para minimizar ou eliminar as causas das falhas, desvios e perdas identificadas no processo produtivo
CT 60x40	Modelagem do Vestuário	Modelagem Industrial do Vestuário: Plana, Tridimensional e Informatizada	  48 		Documentos Técnicos Aplicados à Modelagem	16	 R$  -   	● Identificar possíveis soluções para minimizar ou eliminar as causas das falhas, desvios e perdas identificadas no processo produtivo
CT 60x40	Modelagem do Vestuário	Modelagem Industrial do Vestuário: Plana, Tridimensional e Informatizada	  48 		Proatividade e Ética na Confecção de Moda	16	 R$  -   	● Identificar possíveis soluções para minimizar ou eliminar as causas das falhas, desvios e perdas identificadas no processo produtivo
CT 60x40	Modelagem do Vestuário	Tecnologias da Comunicação	  30 		Padrões e Normas da Linguagem nos Documentos do Vestuári	15	 R$  -   	● Aplicar os princípios, padrões e normas da linguagem culta na comunicação oral e na elaboração de diferentes tipos de textos técnicos e comerciais. ● Interpretar dados e informações de textos técnicos básicos em português e inglês (normas, procedimentos, manuais, planilhas, relatórios, catálogos e desenho técnicos) relacionados ao vestuário.
CT 60x40	Modelagem do Vestuário	Tecnologias da Comunicação	  30 		Informática na Elaboração de Textos e Trabalho em Equipe na Modelagem	15	 R$  -   	● Aplicar os princípios da informática na elaboração de textos básicos, apresentações, pesquisas e planilhas. ●  Demonstrar espírito colaborativo em atividades coletivas
CT 60x40	Plástico	Fundamentos para o Processamento de Polímeros	 -		Rotinas Produtivas do Processamento de Polímeros		 R$  -   	
CT 60x40	Plástico	Fundamentos para o Processamento de Polímeros	 -		Matemática e Metrologia para o Processamento de Polímeros		 R$  -   	
CT 60x40	Plástico	Fundamentos para o Processamento de Polímeros	 -		Conceitos Fundamentais para Processamento de Polímeros		 R$  -   	
CT 60x40	Módulo Inovação	Processo Criativo	  40 		Processo Criativo	16	 R$  -   	● Empregar os tipos de inovação identificando as características do problema; ● Criar soluções que agreguem valor de acordo com a demanda do cliente;
CT 60x40	Módulo Inovação	Modelagem de Projetos	  40 		Modelagem de Projetos	12	 R$  -   	● Empregar os tipos de inovação identificando as características do problema; ● Criar soluções que agreguem valor de acordo com a demanda do cliente; ● Aplicar ferramentas de ideação para resolver problemas complexos;
CT 60x40	Módulo Inovação	Mindset Empreendedor e Prototipação	  40 		Mindset Empreendedor e Prototipação	12	 R$  -   	● Identificar oportunidades de empreender negócios. ● Validar proposta de valor por meio do protótipo ● Demonstrar proposta de valor por meio do pitch; ● Participar de um desafios para solucionar um problema da indústria com foco na inovação, que do SENAI;